19,462,8778,24.316,.523,.688,16.88,4591,6035,272,positive
10,38,380,3.800,.434,.892,2.89,165,339,57,negative
9,36,324,4.000,.552,.926,3.51,179,300,51,negative
10,98,980,9.800,.448,.881,2.74,439,863,160,negative
9,21,189,2.333,.529,.958,3.33,100,181,30,negative
10,49,490,4.900,.551,.943,3.07,270,462,88,negative
1,49,49,49.000,.286,1.00,7.00,14,49,2,negative
1,52,52,52.000,.981,1.00,51.00,51,52,1,positive
1,52,52,52.000,.538,1.00,14.00,28,52,2,positive
10,24,240,2.400,.267,.821,2.06,64,197,31,negative
9,36,324,4.000,.420,.889,2.00,136,288,68,negative
9,21,189,2.333,.392,.899,2.74,74,170,27,negative
9,78,702,8.667,.349,.863,2.17,245,606,113,negative
11,67,737,6.091,.331,.844,2.28,244,622,107,negative
10,33,330,3.300,.367,.864,1.95,121,285,62,negative
10,79,790,7.900,.385,.880,2.13,304,695,143,negative
10,80,800,8.000,.314,.799,2.06,251,639,122,negative
11,97,1067,8.818,.297,.666,2.40,317,711,132,negative
9,82,738,9.111,.389,.920,2.33,287,679,123,negative
9,69,621,7.667,.343,.876,1.75,213,544,122,negative
12,84,1008,7.000,.282,.778,1.91,284,784,149,negative
9,82,738,9.111,.379,.879,2.35,280,649,119,negative
10,11,110,1.100,.373,1.00,1.58,41,110,26,negative
10,63,630,6.300,.294,.895,2.20,185,564,84,negative
11,102,1122,9.273,.289,.829,1.87,324,930,173,negative
9,82,738,9.111,.385,.935,2.29,284,690,124,negative
22,26,572,1.182,.283,.918,1.93,162,525,84,negative
22,47,1034,2.136,.319,.753,2.13,330,779,155,negative
10,53,530,5.300,.340,.900,1.82,180,477,99,negative
10,40,400,4.000,.338,.878,1.90,135,351,71,negative
8,82,656,10.250,.288,.997,1.99,189,654,95,negative
10,34,340,3.400,.356,.803,1.83,121,273,66,negative
9,81,729,9.000,.348,.927,2.21,254,676,115,negative
11,13,143,1.182,.420,.979,2.22,60,140,27,negative
11,8,88,.727,.250,1.00,2.44,22,88,9,negative
11,43,473,3.909,.334,.875,2.47,158,414,64,negative
9,75,675,8.333,.396,.914,2.21,267,617,121,negative
11,86,946,7.818,.283,.764,1.91,268,723,140,negative
1,33,33,33.000,1.00,1.00,33.00,33,33,1,positive
1,124,124,124.00,.444,1.00,7.86,55,124,7,positive
1,75,75,75.000,.920,1.00,11.50,69,75,6,positive
9,6,54,.667,.500,.593,13.50,27,32,2,negative
10,64,640,6.400,.514,.966,2.84,329,618,116,negative
9,36,324,4.000,.611,.926,3.36,198,300,59,negative
9,34,306,3.778,.288,.641,2.10,88,196,42,negative
10,98,980,9.800,.463,.945,2.72,454,926,167,negative
9,121,1089,13.444,.356,.817,2.20,388,890,176,negative
11,100,1100,9.091,.456,.882,3.04,502,970,165,negative
25,118,2950,4.720,.268,.745,2.02,791,2198,392,negative
10,126,1260,12.600,.456,.883,2.85,575,1113,202,negative
10,85,850,8.500,.333,.696,2.28,283,592,124,negative
9,43,387,4.778,.509,.959,3.58,197,371,55,negative
9,47,423,5.222,.333,.757,2.39,141,320,59,negative
10,40,400,4.000,.428,.895,3.05,171,358,56,negative
9,44,396,4.889,.467,.944,3.14,185,374,59,negative
9,47,423,5.222,.310,.780,2.34,131,330,56,negative
9,41,369,4.556,.425,.962,2.71,157,355,58,negative
1,8,8,8.000,.875,1.00,7.00,7,8,1,positive
1,40,40,40.000,1.00,1.00,40.00,40,40,1,positive
1,55,55,55.000,.564,1.00,10.33,31,55,3,positive
9,39,351,4.333,.293,.937,2.06,103,329,50,negative
14,340,4760,24.286,.259,.592,2.45,1232,2819,503,negative
9,123,1107,13.667,.395,.991,2.84,437,1097,154,negative
1,115,115,115.00,.200,1.00,4.60,23,115,5,positive
10,131,1310,13.100,.439,.845,2.79,575,1107,206,negative
1,11,11,11.000,1.00,1.00,11.00,11,11,1,positive
1,46,46,46.000,.783,1.00,12.00,36,46,3,positive
2,64,128,32.000,.531,.586,17.00,68,75,4,positive
7,47,329,6.714,.271,.878,2.23,89,289,40,negative
8,27,216,3.375,.218,.829,2.14,47,179,22,negative
7,17,119,2.429,.412,.933,2.72,49,111,18,negative
8,59,472,7.375,.322,.881,2.41,152,416,63,negative
8,47,376,5.875,.362,.880,2.00,136,331,68,negative
8,32,256,4.000,.336,.789,2.46,86,202,35,negative
8,16,128,2.000,.477,.906,2.44,61,116,25,negative
4,115,460,28.750,.426,.487,17.82,196,224,11,positive
7,16,112,2.286,.420,.768,2.14,47,86,22,negative
7,100,700,14.286,.411,.849,1.83,288,594,157,negative
12,8,96,.667,.448,.656,4.30,43,63,10,negative
12,8,96,.667,.615,.969,5.90,59,93,10,negative
12,8,96,.667,.479,.500,46.00,46,48,1,negative
12,8,96,.667,.792,1.00,15.20,76,96,5,negative
12,7,84,.583,.560,1.00,5.22,47,84,9,negative
12,23,276,1.917,.417,.623,8.21,115,172,14,negative
311,463,143993,1.489,.088,.160,3.93,12631,23092,3212,positive
14,18,252,1.286,.159,.607,3.33,40,153,12,negative
10,51,510,5.100,.306,.855,2.29,156,436,68,negative
9,24,216,2.667,.537,1.00,2.90,116,216,40,negative
10,22,220,2.200,.336,.836,2.74,74,184,27,negative
9,37,333,4.111,.538,.901,2.80,179,300,64,negative
37,101,3737,2.730,.282,.695,2.44,1053,2596,432,negative
10,34,340,3.400,.421,.906,2.01,143,308,71,negative
11,98,1078,8.909,.317,.643,2.80,342,693,122,negative
12,83,996,6.917,.301,.814,1.99,300,811,151,negative
34,114,3876,3.353,.105,.301,2.59,406,1166,157,negative
12,101,1212,8.417,.292,.792,1.99,354,960,178,negative
10,87,870,8.700,.344,.901,2.27,299,784,132,negative
10,98,980,9.800,.376,.861,2.10,368,844,175,negative
10,84,840,8.400,.356,.849,2.47,299,713,121,negative
9,47,423,5.222,.492,.948,2.42,208,401,86,negative
9,33,297,3.667,.458,.983,2.19,136,292,62,negative
10,78,780,7.800,.381,.856,2.52,297,668,118,negative
12,8,96,.667,.292,1.00,3.11,28,96,9,negative
12,43,516,3.583,.357,.849,2.71,184,438,68,negative
11,86,946,7.818,.332,.808,2.20,314,764,143,negative
9,5,45,.556,.711,.889,10.67,32,40,3,negative
12,146,1752,12.167,.091,.128,26.67,160,225,6,positive
17,2,34,.118,.706,.706,24.00,24,24,1,positive
9,7,63,.778,.349,.683,2.20,22,43,10,negative
8,21,168,2.625,.310,.744,1.68,52,125,31,negative
9,121,1089,13.444,.399,.843,2.40,434,918,181,negative
11,118,1298,10.727,.348,.797,2.71,452,1035,167,negative
10,37,370,3.700,.354,.708,3.20,131,262,41,negative
10,47,470,4.700,.336,.628,2.26,158,295,70,negative
11,92,1012,8.364,.361,.851,2.30,365,861,159,negative
10,21,210,2.100,.362,.819,2.11,76,172,36,negative
9,47,423,5.222,.371,.865,2.75,157,366,57,negative
9,41,369,4.556,.507,.992,3.28,187,366,57,negative
10,18,180,1.800,.511,.872,2.97,92,157,31,negative
9,47,423,5.222,.385,.917,2.51,163,388,65,negative
9,41,369,4.556,.444,.976,2.88,164,360,57,negative
9,45,405,5.000,.425,.938,2.77,172,380,62,negative
